"National Provider Number (NPI)"	"Provider Name Prefix"	"First Name of Provider"	"Middle Initial of Provider"	"Last Name of Provider"	"Suffix of Provider"	"Physician / Non-Physician"	"Specialty Type  (area of medicine)"	"Street Address"	"Street Address 2"	"City"	"State"	"County"	"Zip"	"Network IDs"	"FIPS Code"	"ProvDirIND01of0218973IA252D20140722T115902"
"4643"	"1243236199"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Non-Physician"	"029 Psychiatry"	"250 W 9TH ST"	NA	"Savannah"	"GA"	"countyb"	"31498"	"MIN003"	"13006"	NA
"4644"	"1975273701"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Non-Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Line Lexington"	"PA"	"countya"	"18932"	"NEN001"	"13006"	NA
"4645"	"1925830639"	NA	"CALLIS"	NA	"ACUNA-001"	NA	"Non-Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Port Kent"	"NY"	"countyb"	"12975"	"MIN003"	"25002"	NA
"4646"	"1550034497"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Orangeville"	"OH"	"countyb"	"44453"	"MIN003"	"25002"	NA
"4647"	"1202303398"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"Port Richey"	"FL"	"countyb"	"34668"	"MIN003"	"13006"	NA
"4648"	"1130766959"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"New Castle"	"PA"	"countya"	"16101"	"MIN003"	"15004"	NA
"4649"	"1399456310"	NA	"TERALIN"	NA	"OBLAICH"	NA	"Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Koppel"	"PA"	"countyb"	"16136"	"NEN001"	"15004"	NA
"4650"	"1676132727"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Non-Physician"	"066 Lung Transplant Program"	"250 W 9TH ST"	NA	"Halsey"	"OR"	"countya"	"97348"	"NEN001"	"25002"	NA
"4651"	"1344238987"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Minneapolis"	"MN"	"countyb"	"55404"	"MIN003"	"25002"	NA
"4652"	"1673006812"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Blandburg"	"PA"	"countyb"	"16619"	"MIN003"	"25002"	NA
"4653"	"1813112476"	NA	"TRAISURE"	NA	"ADAMSON"	NA	"Non-Physician"	"101 Pediatrics"	"250 W 9TH ST"	NA	"Delmar"	"DE"	"countyb"	"19940"	"MIN003"	"13006"	NA
"4654"	"1813960735"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Physician"	"035 Cardiothoracic Surgery"	"250 W 9TH ST"	NA	"Boise"	"ID"	"countya"	"83703"	"MIN003"	"15004"	NA
"4655"	"1509339007"	NA	"GEANA"	NA	"ABEURISHAL"	NA	"Non-Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Lansing"	"IA"	"countyb"	"52151"	"NEN001"	"25002"	NA
"4656"	"1333971835"	NA	"TERALIN"	NA	"ADAMSON"	NA	"Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Landisburg"	"PA"	"countyb"	"17040"	"MIN003"	"13006"	NA
"4657"	"1782364431"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Warren"	"NH"	"countyb"	"03279"	"NEN001"	"25002"	NA
"4658"	"1583104819"	NA	"GREG"	NA	"OBLAICH"	NA	"Non-Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Maypearl"	"TX"	"countyb"	"76064"	"NEN001"	"13006"	NA
"4659"	"1143898039"	NA	"CALLIS"	NA	"BLAKELY"	NA	"Non-Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Chartley"	"MA"	"countya"	"02712"	"MIN003"	"25002"	NA
"4660"	"1235489744"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Non-Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Clarks"	"NE"	"countyb"	"68628"	"NEN001"	"13006"	NA
"4661"	"1584728485"	NA	"TRAISURE"	NA	"BLAKE"	NA	"Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Van Nuys"	"CA"	"countya"	"91499"	"NEN001"	"13006"	NA
"4662"	"1213989038"	NA	"EDWARD"	NA	"BLAKELY"	NA	"Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Allentown"	"PA"	"countya"	"18109"	"MIN003"	"15004"	NA
"4663"	"1622215851"	NA	"CALLIS"	NA	"ACEMAN"	NA	"Non-Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Golf"	"IL"	"countyb"	"60029"	"NEN001"	"15004"	NA
"4664"	"1640301684"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Physician"	"035 Cardiothoracic Surgery"	"250 W 9TH ST"	NA	"Saint Landry"	"LA"	"countya"	"71367"	"MIN003"	"13006"	NA
"4665"	"1075198742"	NA	"DARELL"	NA	"ABEURISHAL"	NA	"Physician"	"014 Gastroenterology"	"250 W 9TH ST"	NA	"Adirondack"	"NY"	"countyb"	"12808"	"NEN001"	"13006"	NA
"4666"	"1231529803"	NA	"GEANA"	NA	"OBLAICH"	NA	"Non-Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Eldora"	"IA"	"countyb"	"50627"	"MIN003"	"13006"	NA
"4667"	"1325418537"	NA	"DARELL"	NA	"OBLAICH"	NA	"Non-Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Wells"	"NV"	"countya"	"89835"	"NEN001"	"15004"	NA
"4668"	"1607383946"	NA	"GEANA"	NA	"JOHNSON"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Moose"	"WY"	"countya"	"83012"	"NEN001"	"25002"	NA
"4669"	"1978246968"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Non-Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Hamilton"	"MT"	"countyb"	"59840"	"NEN001"	"13006"	NA
"4670"	"1451254555"	NA	"TERALIN"	NA	"ACEMAN"	NA	"Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Eminence"	"KY"	"countya"	"40019"	"NEN001"	"25002"	NA
"4671"	"1070965740"	NA	"PRESTON"	NA	"BLAKE"	NA	"Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Whitestown"	"IN"	"countyb"	"46075"	"NEN001"	"25002"	NA
"4672"	"1836835796"	NA	"EDWARD"	NA	"ACUNA-001"	NA	"Non-Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Mesa"	"AZ"	"countya"	"85274"	"NEN001"	"25002"	NA
"4673"	"1187379736"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Newark"	"NJ"	"countyb"	"07188"	"NEN001"	"25002"	NA
"4674"	"1464213328"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Blandon"	"PA"	"countya"	"19510"	"NEN001"	"13006"	NA
"4675"	"1793463457"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Wanamingo"	"MN"	"countya"	"55983"	"NEN001"	"25002"	NA
"4676"	"1706900391"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Non-Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Mount Washington"	"NH"	"countya"	"03589"	"MIN003"	"15004"	NA
"4677"	"1589388721"	NA	"GEANA"	NA	"BLAKELY"	NA	"Non-Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Glasgo"	"CT"	"countyb"	"06337"	"MIN003"	"25002"	NA
"4678"	"1602533731"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Non-Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Las Vegas"	"NV"	"countya"	"89118"	"NEN001"	"25002"	NA
"4679"	"1472171515"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Non-Physician"	"025 Orthopedic Surgery"	"250 W 9TH ST"	NA	"Strang"	"NE"	"countyb"	"68444"	"MIN003"	"25002"	NA
"4680"	"1683025178"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Fpo"	"AE"	"countya"	"09579"	"MIN003"	"15004"	NA
"4681"	"1150719806"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Non-Physician"	"066 Lung Transplant Program"	"250 W 9TH ST"	NA	"Tarlton"	"OH"	"countya"	"43156"	"MIN003"	"25002"	NA
"4682"	"1187664895"	NA	"DARELL"	NA	"JOHNSON"	NA	"Non-Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Millstone"	"KY"	"countyb"	"41838"	"NEN001"	"13006"	NA
"4683"	"1032311894"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Non-Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"El Dorado"	"KS"	"countya"	"67042"	"MIN003"	"13006"	NA
"4684"	"1854774906"	NA	"DARELL"	NA	"ADAMSON"	NA	"Non-Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Beverly Hills"	"CA"	"countyb"	"90213"	"NEN001"	"15004"	NA
"4685"	"1788363168"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Non-Physician"	"Dental - General"	"250 W 9TH ST"	NA	"Uniondale"	"IN"	"countyb"	"46791"	"MIN003"	"15004"	NA
"4686"	"1823746782"	NA	"CALLIS"	NA	"JOHNSON"	NA	"Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Odem"	"TX"	"countya"	"78370"	"MIN003"	"13006"	NA
"4687"	"1943744099"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Highwood"	"MT"	"countyb"	"59450"	"MIN003"	"15004"	NA
"4688"	"1575836422"	NA	"TERALIN"	NA	"BLAKE"	NA	"Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Denver"	"MO"	"countya"	"64441"	"NEN001"	"13006"	NA
"4689"	"1806328196"	NA	"GEANA"	NA	"JOHNSON"	NA	"Physician"	"019 Neurology"	"250 W 9TH ST"	NA	"Norcross"	"MN"	"countyb"	"56274"	"NEN001"	"13006"	NA
"4690"	"1532893261"	NA	"RANDOLPH"	NA	"ADAMSON"	NA	"Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Gruver"	"IA"	"countya"	"51344"	"NEN001"	"13006"	NA
"4691"	"1130303796"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Non-Physician"	"025 Orthopedic Surgery"	"250 W 9TH ST"	NA	"Saint Paul"	"MN"	"countyb"	"55130"	"MIN003"	"15004"	NA
"4692"	"1384044229"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Non-Physician"	"010 Chiropractor"	"250 W 9TH ST"	NA	"Burdett"	"NY"	"countya"	"14818"	"NEN001"	"15004"	NA
"4693"	"1301338454"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Eagle Springs"	"NC"	"countya"	"27242"	"MIN003"	"25002"	NA
"4694"	"1833053167"	NA	"CALLIS"	NA	"ACEMAN"	NA	"Non-Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Crawley"	"WV"	"countya"	"24931"	"MIN003"	"25002"	NA
"4695"	"1441241292"	NA	"CALLIS"	NA	"BLAKE"	NA	"Non-Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Astoria"	"SD"	"countyb"	"57213"	"NEN001"	"25002"	NA
"4696"	"1379862522"	NA	"CALLIS"	NA	"ADAMSON"	NA	"Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Montgomery"	"AL"	"countyb"	"36135"	"MIN003"	"15004"	NA
"4697"	"1577475460"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Sawyerville"	"IL"	"countya"	"62085"	"MIN003"	"13006"	NA
"4698"	"1566718697"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Scranton"	"PA"	"countyb"	"18504"	"NEN001"	"25002"	NA
"4699"	"1042347824"	NA	"GREG"	NA	"JOHNSON"	NA	"Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"West Grove"	"IA"	"countya"	"52538"	"MIN003"	"13006"	NA
"4700"	"1167695986"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Syracuse"	"NY"	"countya"	"13210"	"NEN001"	"13006"	NA
"4701"	"1040688006"	NA	"TERALIN"	NA	"BLAKE"	NA	"Non-Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Union"	"WV"	"countya"	"24983"	"MIN003"	"15004"	NA
"4702"	"1084725055"	NA	"TERALIN"	NA	"ACEMAN"	NA	"Non-Physician"	"010 Chiropractor"	"250 W 9TH ST"	NA	"Corpus Christi"	"TX"	"countya"	"78471"	"NEN001"	"25002"	NA
"4703"	"1328963868"	NA	"DARELL"	NA	"JOHNSON"	NA	"Non-Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Tulsa"	"OK"	"countya"	"74186"	"MIN003"	"13006"	NA
"4704"	"1406887020"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Montgomery"	"AL"	"countyb"	"36132"	"NEN001"	"13006"	NA
"4705"	"1348195028"	NA	"EDWARD"	NA	"BLAKELY"	NA	"Non-Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Eleanor"	"WV"	"countya"	"25070"	"NEN001"	"25002"	NA
"4706"	"1261899249"	NA	"GEANA"	NA	"ADAMSON"	NA	"Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Latham"	"NY"	"countyb"	"12111"	"NEN001"	"15004"	NA
"4707"	"1266409578"	NA	"DARELL"	NA	"OBLAICH"	NA	"Physician"	"008 Cardiovascular Disease"	"250 W 9TH ST"	NA	"Bryn Mawr"	"CA"	"countyb"	"92318"	"NEN001"	"13006"	NA
"4708"	"1718765015"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Physician"	"001 General Practice"	"250 W 9TH ST"	NA	"West Jefferson"	"NC"	"countyb"	"28694"	"NEN001"	"13006"	NA
"4709"	"1015816072"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Marysville"	"OH"	"countyb"	"43041"	"NEN001"	"15004"	NA
"4710"	"1106323902"	NA	"CALLIS"	NA	"ABEURISHAL"	NA	"Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Grand Rapids"	"MI"	"countya"	"49544"	"NEN001"	"15004"	NA
"4711"	"1154847515"	NA	"TERALIN"	NA	"BLAKELY"	NA	"Non-Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Saint Louis"	"MO"	"countya"	"63118"	"NEN001"	"15004"	NA
"4712"	"1892425372"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Non-Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Taylorsville"	"GA"	"countyb"	"30178"	"MIN003"	"13006"	NA
"4713"	"1916418415"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Physician"	"056 Durable Medical Equipment"	"250 W 9TH ST"	NA	"Quincy"	"MA"	"countya"	"02170"	"MIN003"	"25002"	NA
"4714"	"1871977409"	NA	"PRESTON"	NA	"BLAKE"	NA	"Non-Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Palmer"	"MA"	"countya"	"01069"	"MIN003"	"13006"	NA
"4715"	"1927097676"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Houlka"	"MS"	"countyb"	"38850"	"MIN003"	"25002"	NA
"4716"	"1784901856"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Eglon"	"WV"	"countyb"	"26716"	"MIN003"	"25002"	NA
"4717"	"1924113762"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Non-Physician"	"029 Psychiatry"	"250 W 9TH ST"	NA	"Jeffersonville"	"IN"	"countya"	"47199"	"NEN001"	"25002"	NA
"4718"	"1187652259"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Holcomb"	"KS"	"countya"	"67852"	"NEN001"	"13006"	NA
"4719"	"1465239168"	NA	"GEANA"	NA	"OBLAICH"	NA	"Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Saint Maries"	"ID"	"countyb"	"83861"	"NEN001"	"25002"	NA
"4720"	"1774785371"	NA	"DARELL"	NA	"BLAKE"	NA	"Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Fisk"	"MO"	"countya"	"63940"	"NEN001"	"13006"	NA
"4721"	"1496209495"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Physician"	"025 Orthopedic Surgery"	"250 W 9TH ST"	NA	"Rocky Hill"	"NJ"	"countya"	"08553"	"MIN003"	"13006"	NA
"4722"	"1969815993"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Non-Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Independence"	"VA"	"countyb"	"24348"	"NEN001"	"13006"	NA
"4723"	"1775435585"	NA	"CALLIS"	NA	"ABEURISHAL"	NA	"Physician"	"029 Psychiatry"	"250 W 9TH ST"	NA	"Scipio"	"UT"	"countyb"	"84656"	"NEN001"	"13006"	NA
"4724"	"1972507774"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Non-Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Niles"	"MI"	"countyb"	"49120"	"NEN001"	"25002"	NA
"4725"	"1198325051"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Non-Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Parker"	"ID"	"countyb"	"83438"	"MIN003"	"13006"	NA
"4726"	"1083494215"	NA	"DARELL"	NA	"BLAKELY"	NA	"Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Dacoma"	"OK"	"countyb"	"73731"	"NEN001"	"25002"	NA
"4727"	"1248538298"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Non-Physician"	"Dental - General"	"250 W 9TH ST"	NA	"Mission"	"TX"	"countya"	"78573"	"NEN001"	"25002"	NA
"4728"	"1351691362"	NA	"DARELL"	NA	"JOHNSON"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Armada"	"MI"	"countya"	"48005"	"NEN001"	"13006"	NA
"4729"	"1547056677"	NA	"DARELL"	NA	"OBLAICH"	NA	"Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Tuscaloosa"	"AL"	"countya"	"35403"	"MIN003"	"15004"	NA
"4730"	"1340824036"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Cowley"	"WY"	"countya"	"82420"	"NEN001"	"15004"	NA
"4731"	"1375599090"	NA	"GREG"	NA	"BLAKELY"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Laketon"	"IN"	"countya"	"46943"	"MIN003"	"15004"	NA
"4732"	"1767787119"	NA	"CALLIS"	NA	"JOHNSON"	NA	"Non-Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Westwood"	"NJ"	"countya"	"07675"	"MIN003"	"25002"	NA
"4733"	"1948580618"	NA	"EDWARD"	NA	"BLAKE"	NA	"Non-Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Rahway"	"NJ"	"countya"	"07065"	"MIN003"	"25002"	NA
"4734"	"1505083951"	NA	"TERALIN"	NA	"ACEMAN"	NA	"Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"Chama"	"NM"	"countya"	"87520"	"NEN001"	"25002"	NA
"4735"	"1597230665"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Physician"	"035 Cardiothoracic Surgery"	"250 W 9TH ST"	NA	"Spring"	"TX"	"countya"	"77391"	"NEN001"	"15004"	NA
"4736"	"1170530144"	NA	"RANDOLPH"	NA	"ACEMAN"	NA	"Non-Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"La Grange"	"NY"	"countyb"	"12509"	"MIN003"	"13006"	NA
"4737"	"1051581254"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Naugatuck"	"CT"	"countyb"	"06770"	"MIN003"	"25002"	NA
"4738"	"1505855486"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Indian Valley"	"ID"	"countyb"	"83632"	"NEN001"	"15004"	NA
"4739"	"1454303005"	NA	"DARELL"	NA	"OBLAICH"	NA	"Non-Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Washington"	"DC"	"countya"	"20065"	"MIN003"	"15004"	NA
"4740"	"1878662934"	NA	"RANDOLPH"	NA	"ADAMSON"	NA	"Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Summit"	"IL"	"countyb"	"62407"	"NEN001"	"13006"	NA
"4741"	"1689927055"	NA	"DARELL"	NA	"OBLAICH"	NA	"Non-Physician"	"014 Gastroenterology"	"250 W 9TH ST"	NA	"Orange"	"CA"	"countya"	"92868"	"NEN001"	"13006"	NA
"4742"	"1780914033"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Indianola"	"IL"	"countyb"	"61850"	"MIN003"	"25002"	NA
"4743"	"1975858823"	NA	"CALLIS"	NA	"ABEURISHAL"	NA	"Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Fair Bluff"	"NC"	"countyb"	"28439"	"NEN001"	"13006"	NA
"4744"	"1071489416"	NA	"GEANA"	NA	"OBLAICH"	NA	"Non-Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Reedsville"	"WV"	"countyb"	"26547"	"MIN003"	"13006"	NA
"4745"	"1886828406"	NA	"DARELL"	NA	"BLAKELY"	NA	"Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Lowpoint"	"IL"	"countyb"	"61545"	"NEN001"	"13006"	NA
"4746"	"1465021783"	NA	"DARELL"	NA	"OBLAICH"	NA	"Physician"	"029 Psychiatry"	"250 W 9TH ST"	NA	"Atlanta"	"GA"	"countyb"	"31119"	"MIN003"	"13006"	NA
"4747"	"1706835861"	NA	"RANDOLPH"	NA	"BLAKE"	NA	"Physician"	"015 General Surgery"	"250 W 9TH ST"	NA	"Norcross"	"GA"	"countyb"	"30093"	"MIN003"	"25002"	NA
"4748"	"1688278834"	NA	"GEANA"	NA	"ACEMAN"	NA	"Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Melrose"	"CT"	"countya"	"06049"	"MIN003"	"25002"	NA
"4749"	"1519471457"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Non-Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Washington"	"DC"	"countyb"	"20056"	"MIN003"	"13006"	NA
"4750"	"1058698053"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Rifle"	"CO"	"countyb"	"81650"	"NEN001"	"15004"	NA
"4751"	"1065852115"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Physician"	"001 General Practice"	"250 W 9TH ST"	NA	"La Harpe"	"KS"	"countya"	"66751"	"MIN003"	"25002"	NA
"4752"	"1882843998"	NA	"DARELL"	NA	"ADAMSON"	NA	"Physician"	"015 General Surgery"	"250 W 9TH ST"	NA	"Apex"	"NC"	"countyb"	"27539"	"MIN003"	"25002"	NA
"4753"	"1330336269"	NA	"GREG"	NA	"ADAMSON"	NA	"Non-Physician"	"015 General Surgery"	"250 W 9TH ST"	NA	"Boerne"	"TX"	"countyb"	"78006"	"NEN001"	"25002"	NA
"4754"	"1670972713"	NA	"GEANA"	NA	"ADAMSON"	NA	"Physician"	"042 Cardiac Catheterization Services"	"250 W 9TH ST"	NA	"Tuttle"	"OK"	"countya"	"73089"	"NEN001"	"25002"	NA
"4755"	"1230466254"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"Russells Point"	"OH"	"countyb"	"43348"	"MIN003"	"13006"	NA
"4756"	"1917645866"	NA	"GEANA"	NA	"ACEMAN"	NA	"Non-Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Arlington"	"VA"	"countya"	"22242"	"MIN003"	"13006"	NA
"4757"	"1099956441"	NA	"TERALIN"	NA	"BLAKELY"	NA	"Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"Jefferson City"	"MO"	"countya"	"65101"	"MIN003"	"15004"	NA
"4758"	"1882542658"	NA	"TRAISURE"	NA	"ACUNA-001"	NA	"Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Tuscumbia"	"MO"	"countyb"	"65082"	"MIN003"	"25002"	NA
"4759"	"1230229908"	NA	"GREG"	NA	"OBLAICH"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Alpine"	"WY"	"countya"	"83128"	"NEN001"	"15004"	NA
"4760"	"1950288124"	NA	"GREG"	NA	"ACEMAN"	NA	"Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Grass Range"	"MT"	"countyb"	"59032"	"MIN003"	"13006"	NA
"4761"	"1387026599"	NA	"EDWARD"	NA	"ABEURISHAL"	NA	"Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Tampa"	"FL"	"countyb"	"33634"	"MIN003"	"13006"	NA
"4762"	"1655335085"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Delhi"	"IA"	"countya"	"52223"	"MIN003"	"25002"	NA
"4763"	"1814801133"	NA	"CALLIS"	NA	"JOHNSON"	NA	"Non-Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"Glasgow"	"KY"	"countyb"	"42142"	"MIN003"	"15004"	NA
